template_interface	ligand_1	ligand_2	cluster_representatives	target_interface
1R09_1_2	DMS		 1D3E_1_2	5AOO_A_B,5LVC_a_b,5GKA_A_B,1K5M_A_B,3TN9_1_2,1FPN_1_2,4L3B_A_B,3DPR_A_B,1V9U_1_2,3VDD_A_B,1R1A_1_2,2HWD_1_2,2HWF_1_2,2HWE_1_2,6SK7_A_B,1C8M_1_2,1D3E_1_2,1AYN_1_2,1QJX_1_2,1ND3_A_B,1QJU_1_2,1AYM_1_2,1NCR_A_B,1ND2_A_B,1QJY_1_2,6SK5_A_B,6SK6_A_B,1RHI_1_2,2R06_1_2,1RUC_1_2,1HRI_1_2,2RS3_1_2,1RUD_1_2,4RHV_1_2,1HRV_1_2,1RMU_1_2,5W3O_A_C,2HWB_1_2,2RR1_1_2,5W3M_A_C,1D3I_1_2,4PDW_A_B,2R07_1_2,2RMU_1_2,5W3E_A_C,2RS5_1_2,1NCQ_A_B,2RM2_1_2,1RVF_1_2,1R08_1_2,5W3L_A_C,2RS1_1_2,1VRH_1_2,2HWC_1_2,1NA1_A_B,1RUE_1_2,1RUG_1_2,1RUF_1_2,1RUJ_1_2,1RUH_1_2,1RUI_1_2,2R04_1_2,6THD_1_2,1BEV_1_2,6THN_1_2,6GZV_A_B,6ZCL_A_B,6ZCK_A_B,6ZMS_A_B,4GB3_1_2,1JEW_1_2,1COV_1_2,3JD7_1_2,1OOP_A_B,1MQT_A_B,7C9Y_A_B,3IYP_A_C,2X5I_A_B,7C9X_A_B,1EV1_1_2,6O06_A_B,1H8T_A_B,1UPN_A_B,7C9Z_A_B,6ILL_A_B,6ILJ_A_B,6ILK_A_B,6ILM_A_B,6RJF_1_2,6ILN_A_B,6ILP_A_B,7C9V_A_B,7C9T_A_B,7C80_A_B,7C9S_A_B,7C81_A_B,7C9W_A_B
1R09_1_3	DMS		 1D3E_1_3	7C9T_A_C,7CMK_A_C,7C9S_A_C,7C9V_A_C,7C81_A_C,7C9W_A_C,7C80_A_C,7C9U_A_C,7C9X_A_C,6ZCL_A_C,7C9Z_A_C,6ILJ_A_C,6ILK_A_C,6ILN_A_C,6ILP_A_C,6ILL_A_C,6ILM_A_C,6GZV_A_C,2X5I_A_C,3IYP_A_B,1UPN_A_C,1H8T_A_C,6LA5_A_C,6LA3_A_C,6LAO_A_C,6LA7_A_C,6LA6_A_C,6LA4_A_C,6RJF_1_3,1EV1_1_3,6O06_A_C,6ZCK_A_C,6ZMS_A_C,1D4M_1_3,3JD7_1_3,4GB3_1_3,1JEW_1_3,1COV_1_3,1OOP_A_C,7C9Y_A_C,1MQT_A_C,6SK5_A_C,6SK6_A_C,1HRI_1_3,2RS3_1_3,2RS5_1_3,2RM2_1_3,1RUI_1_3,1RUJ_1_3,1NA1_A_C,1RUC_1_3,5W3M_A_B,1R08_1_3,2R06_1_3,1RUH_1_3,5W3L_A_B,4PDW_A_C,1RVF_1_3,2R04_1_3,5W3O_A_B,1RUG_1_3,2HWC_1_3,2RMU_1_3,1VRH_1_3,1RUF_1_3,4RHV_1_3,2HWB_1_3,1D3I_1_3,1K5M_A_C,2R07_1_3,1RUD_1_3,1NCQ_A_C,1HRV_1_3,1RUE_1_3,2RS1_1_3,1RMU_1_3,2RR1_1_3,5W3E_A_B,1RHI_1_3,6P9O_1_3,6P9W_1_3,1VBD_1_3,1AR7_1_3,1AR6_1_3,1PO1_1_3,6Q0B_1_3,2PLV_1_3,1AL2_1_3,1AR9_1_3,1ASJ_1_3,1PO2_1_3,3J8F_1_3,6PSZ_1_3,3J9F_1_3,1AR8_1_3,3JBG_1_3,3JBF_1_3,3JBC_1_3,3JBE_1_3,1HXS_1_3,3JBD_1_3,1EAH_1_3,1PIV_1_3,1PVC_1_3,1VBC_1_3,1VBA_1_3,1VBE_1_3,1VBB_1_3,1Z7S_1_3,4Q4V_1_3,4Q4X_1_3,4Q4Y_1_3,4Q4W_1_3,6T40_A_C,6T48_A_C,5OSN_A_C,6T4C_A_C,6THD_1_3,1BEV_1_3,6THN_1_3,4C10_A_C,4C0U_A_C,4C0Y_A_C,3ZFG_A_C,3ZFE_A_C,4N43_A_C,3VBH_A_C,4CDU_A_C,4RQP_Q_R,6LHK_A_C,4YVS_G_H,6I2K_A_C,6LHQ_A_C,4YVW_M_N,4CDQ_A_C,4N53_A_C,4GMP_1_3,4RQP_M_N,4RQP_A_B,6UH6_A_C,4AED_A_C,4YVS_J_K,4JGY_A_C,6LHC_A_C,4JGZ_A_C,4YVW_E_F,3J91_1_3,4CEW_A_C,6DIZ_A_C,3VBF_A_C,6Z3P_A_C,4RQP_E_F,6LHA_A_C,3ZFF_A_C,6UH1_A_C,6LHO_A_C,4RQP_I_J,3VBS_A_C,6LHB_A_C,6LHL_A_C,4YVS_A_B,5C9A_A_C,5C8C_A_C,5C4W_A_C,5ABJ_A_C,6Z3Q_A_C,4YVW_D_H,4YVW_A_B,4CDX_A_C,4YVS_M_N,4CDW_A_C,6UH7_A_C,6LHP_A_C,4YVS_D_E,5ZUF_A_C,6LQD_A_C,5ZUD_A_C,4CEY_A_C,4YVW_J_K,6AKS_A_C,6IIJ_A_C,6IIO_A_C,6PPO_A_B,6PSF_A_B,5K0U_A_B,5JZG_A_B,1QJX_1_3,1QJU_1_3,1AYM_1_3,1AYN_1_3,1QJY_1_3,1C8M_1_3,1NCR_A_C,1ND3_A_C,1ND2_A_C,1D3E_1_3,2HWD_1_3,2HWE_1_3,2HWF_1_3,1R1A_1_3,4L3B_A_C,3TN9_1_3,1FPN_1_3,1V9U_1_3,3DPR_A_C,3VDD_A_C
4PDW_A_C	GOL	GOL	 1D3E_1_3	7C9T_A_C,7CMK_A_C,7C9S_A_C,7C9V_A_C,7C81_A_C,7C9W_A_C,7C80_A_C,7C9U_A_C,7C9X_A_C,6ZCL_A_C,7C9Z_A_C,6ILJ_A_C,6ILK_A_C,6ILN_A_C,6ILP_A_C,6ILL_A_C,6ILM_A_C,6GZV_A_C,2X5I_A_C,3IYP_A_B,1UPN_A_C,1H8T_A_C,6LA5_A_C,6LA3_A_C,6LAO_A_C,6LA7_A_C,6LA6_A_C,6LA4_A_C,6RJF_1_3,1EV1_1_3,6O06_A_C,6ZCK_A_C,6ZMS_A_C,1D4M_1_3,3JD7_1_3,4GB3_1_3,1JEW_1_3,1COV_1_3,1OOP_A_C,7C9Y_A_C,1MQT_A_C,6SK5_A_C,6SK6_A_C,1HRI_1_3,2RS3_1_3,2RS5_1_3,2RM2_1_3,1RUI_1_3,1RUJ_1_3,1NA1_A_C,1RUC_1_3,5W3M_A_B,1R08_1_3,2R06_1_3,1RUH_1_3,5W3L_A_B,1RVF_1_3,2R04_1_3,5W3O_A_B,1RUG_1_3,2HWC_1_3,2RMU_1_3,1VRH_1_3,1RUF_1_3,4RHV_1_3,2HWB_1_3,1D3I_1_3,1K5M_A_C,2R07_1_3,1RUD_1_3,1NCQ_A_C,1HRV_1_3,1R09_1_3,1RUE_1_3,2RS1_1_3,1RMU_1_3,2RR1_1_3,5W3E_A_B,1RHI_1_3,6P9O_1_3,6P9W_1_3,1VBD_1_3,1AR7_1_3,1AR6_1_3,1PO1_1_3,6Q0B_1_3,2PLV_1_3,1AL2_1_3,1AR9_1_3,1ASJ_1_3,1PO2_1_3,3J8F_1_3,6PSZ_1_3,3J9F_1_3,1AR8_1_3,3JBG_1_3,3JBF_1_3,3JBC_1_3,3JBE_1_3,1HXS_1_3,3JBD_1_3,1EAH_1_3,1PIV_1_3,1PVC_1_3,1VBC_1_3,1VBA_1_3,1VBE_1_3,1VBB_1_3,1Z7S_1_3,4Q4V_1_3,4Q4X_1_3,4Q4Y_1_3,4Q4W_1_3,6T40_A_C,6T48_A_C,5OSN_A_C,6T4C_A_C,6THD_1_3,1BEV_1_3,6THN_1_3,4C10_A_C,4C0U_A_C,4C0Y_A_C,3ZFG_A_C,3ZFE_A_C,4N43_A_C,3VBH_A_C,4CDU_A_C,4RQP_Q_R,6LHK_A_C,4YVS_G_H,6I2K_A_C,6LHQ_A_C,4YVW_M_N,4CDQ_A_C,4N53_A_C,4GMP_1_3,4RQP_M_N,4RQP_A_B,6UH6_A_C,4AED_A_C,4YVS_J_K,4JGY_A_C,6LHC_A_C,4JGZ_A_C,4YVW_E_F,3J91_1_3,4CEW_A_C,6DIZ_A_C,3VBF_A_C,6Z3P_A_C,4RQP_E_F,6LHA_A_C,3ZFF_A_C,6UH1_A_C,6LHO_A_C,4RQP_I_J,3VBS_A_C,6LHB_A_C,6LHL_A_C,4YVS_A_B,5C9A_A_C,5C8C_A_C,5C4W_A_C,5ABJ_A_C,6Z3Q_A_C,4YVW_D_H,4YVW_A_B,4CDX_A_C,4YVS_M_N,4CDW_A_C,6UH7_A_C,6LHP_A_C,4YVS_D_E,5ZUF_A_C,6LQD_A_C,5ZUD_A_C,4CEY_A_C,4YVW_J_K,6AKS_A_C,6IIJ_A_C,6IIO_A_C,6PPO_A_B,6PSF_A_B,5K0U_A_B,5JZG_A_B,1QJX_1_3,1QJU_1_3,1AYM_1_3,1AYN_1_3,1QJY_1_3,1C8M_1_3,1NCR_A_C,1ND3_A_C,1ND2_A_C,1D3E_1_3,2HWD_1_3,2HWE_1_3,2HWF_1_3,1R1A_1_3,4L3B_A_C,3TN9_1_3,1FPN_1_3,1V9U_1_3,3DPR_A_C,3VDD_A_C
3XIM_A_B	SOR	SOR	 1BHW_A_B	1BXB_A_B,1BXC_C_D,1BXB_C_D,1BXC_A_B,5XIM_C_D,1XIN_C_D,2XIM_C_D,4XIM_A_B,6XIM_C_D,4XIM_C_D,3XIN_A_B,7XIM_C_D,2XIN_C_D,1BHW_A_B,5XIM_A_B,3XIM_C_D,9XIM_C_D,8XIM_A_B,1XIN_A_B,7XIM_A_B,5XIN_C_D,2XIN_A_B,9XIM_A_B,6XIM_A_B,8XIM_C_D,1XIM_C_D,5XIN_A_B,1BHW_C_D,1XIM_A_B,2XIM_A_B,3XIN_C_D,1QT1_A_B,1XYB_A_B,1XYA_A_B,1XYC_A_B,1XYM_A_B,2GYI_A_B,1XYL_A_B,4HHM_B_C,4HHM_E_H,1OAD_A_B,6VRS_A_B,4HHM_A_D,6N99_A_B,6N99_C_D,4HHM_F_G,6VRS_C_D,1A0C_B_D,1A0C_A_C,1A0D_B_D,1A0D_A_C,4XKM_B_G,4XKM_A_H,4XKM_E_F,4XKM_C_D,5YN3_A_C,5YN3_B_D,5NH9_B_C,5NH6_B_C,5NH8_B_D,5NHD_B_D,5NH7_C_D,5NHB_A_C,5NH9_A_D,5NHE_B_D,6T8E_C_D,5NHA_B_D,5NHD_A_C,5NH4_B_D,5NHB_B_D,6T8F_C_D,5NH7_A_B,5NHM_A_C,5NH5_B_D,5NH5_A_C,5NHC_A_C,5NHE_A_C,5NH8_A_C,5NHC_B_D,6T8E_A_B,5NHA_A_C,5NH6_A_D,5NH4_A_C,6T8F_A_B,5NHM_B_D
5NHM_A_C	GOL		 1BHW_A_B	1BXB_A_B,1BXC_C_D,1BXB_C_D,1BXC_A_B,5XIM_C_D,1XIN_C_D,2XIM_C_D,4XIM_A_B,6XIM_C_D,4XIM_C_D,3XIN_A_B,7XIM_C_D,2XIN_C_D,1BHW_A_B,3XIM_A_B,5XIM_A_B,3XIM_C_D,9XIM_C_D,8XIM_A_B,1XIN_A_B,7XIM_A_B,5XIN_C_D,2XIN_A_B,9XIM_A_B,6XIM_A_B,8XIM_C_D,1XIM_C_D,5XIN_A_B,1BHW_C_D,1XIM_A_B,2XIM_A_B,3XIN_C_D,1QT1_A_B,1XYB_A_B,1XYA_A_B,1XYC_A_B,1XYM_A_B,2GYI_A_B,1XYL_A_B,4HHM_B_C,4HHM_E_H,1OAD_A_B,6VRS_A_B,4HHM_A_D,6N99_A_B,6N99_C_D,4HHM_F_G,6VRS_C_D,1A0C_B_D,1A0C_A_C,1A0D_B_D,1A0D_A_C,4XKM_B_G,4XKM_A_H,4XKM_E_F,4XKM_C_D,5YN3_A_C,5YN3_B_D,5NH9_B_C,5NH6_B_C,5NH8_B_D,5NHD_B_D,5NH7_C_D,5NHB_A_C,5NH9_A_D,5NHE_B_D,6T8E_C_D,5NHA_B_D,5NHD_A_C,5NH4_B_D,5NHB_B_D,6T8F_C_D,5NH7_A_B,5NH5_B_D,5NH5_A_C,5NHC_A_C,5NHE_A_C,5NH8_A_C,5NHC_B_D,6T8E_A_B,5NHA_A_C,5NH6_A_D,5NH4_A_C,6T8F_A_B,5NHM_B_D
3XIM_A_C	SOR		 1BHW_A_C	4XKM_A_G,4XKM_B_H,4XKM_D_E,4XKM_C_F,5NH5_C_D,5NHB_A_B,5NHA_A_B,5NH7_B_C,5NH4_A_B,6T8E_A_D,6T8F_A_D,5NH6_A_C,5NH4_C_D,5NHC_C_D,5NHD_C_D,5NHC_A_B,5NH9_A_C,5NHE_A_B,5NH8_C_D,6T8F_B_C,5NHM_A_B,5NHD_A_B,5NHM_C_D,5NHB_C_D,6T8E_B_C,5NH8_A_B,5NH5_A_B,5NHA_C_D,5NHE_C_D,5NH6_B_D,5NH9_B_D,5NH7_A_D,5YN3_B_C,5YN3_A_D,1A0C_A_B,1A0C_C_D,1A0D_A_B,1A0D_C_D,6INT_G_H,6INT_E_F,6INT_A_B,6INT_C_D,1BXB_B_D,1BXC_B_D,1BXC_A_C,1BXB_A_C,3XIN_A_C,2XIM_A_C,4XIM_B_D,4XIM_A_C,1XIN_B_D,9XIM_A_C,3XIM_B_D,8XIM_A_C,2XIN_B_D,7XIM_B_D,1XIN_A_C,7XIM_A_C,1XIM_A_C,5XIM_B_D,5XIM_A_C,6XIM_B_D,1BHW_A_C,2XIM_B_D,1XIM_B_D,9XIM_B_D,6XIM_A_C,5XIN_B_D,2XIN_A_C,5XIN_A_C,3XIN_B_D,1BHW_B_D,8XIM_B_D,4ZB0_A_B,5AVN_A_B,1O1H_A_B,6QUK_A_B,6N99_A_D,4HHM_A_B,4ZBC_A_B,4HHM_G_H,6N99_B_C,6VRS_B_C,4HHL_A_B,1DXI_A_B,4HHM_C_D,6VRS_A_D,4US6_A_B,4HHM_E_F
1DBB_H_L	STR		 3J3Z_H_L	5KVG_H_L,5UHY_G_H,5UHY_I_J,1E4W_H_L,1E4X_H_L,1E4X_I_M,4QTI_H_L,4QTH_A_B,4QTH_H_L,1JFQ_H_L,6FAB_H_L,2A6D_H_L,2A6J_A_B,2A6K_A_B,2A6J_H_L,2A6I_A_B,2A6K_H_L,4BH7_A_B,4BH8_A_B,2A6D_A_B,2VXU_H_L,2VXT_H_L,2VXU_I_M,4UIK_H_L,4UIM_C_D,1FNS_H_L,4UIM_A_B,4UIM_E_F,4UIN_H_L,4UIM_H_L,3J2Y_C_D,3J2Y_G_H,4GQ9_H_L,3J2Z_G_H,3J2Z_E_F,3J2Z_C_D,3J2Z_A_B,3J2Y_A_B,3J2Y_E_F,4WFF_F_G,4WFF_D_E,4WFG_F_G,4I9W_D_E,4WFE_D_E,4WFH_D_E,4WFE_F_G,4I9W_F_G,4WFH_F_G,4WFG_D_E,6OL6_A_B,4GMS_I_M,4GMT_I_M,4GMT_H_L,4GMS_H_L,4GMS_J_N,6VEL_H_L,3WFD_H_L,3WFC_H_L,3WFB_H_L,5GUX_H_L,3WFE_H_L,3O0R_H_L,6P4Y_H_L,6P50_H_L,5IKC_A_B,5IKC_H_L,3J93_H_L,3GK8_H_L,3J3Z_H_L,3BAE_H_L,3BKJ_H_L,3BKM_H_L,3IFO_A_B,3IFP_E_F,3IFO_H_L,3IFP_H_L,3IFP_A_B,3IFP_C_D,3EYS_H_L,2IPU_H_L,2IPU_G_K,3EYU_H_L,2R0Z_H_L,2R0W_H_L,2IQA_A_B,2IPT_H_L,2IQ9_H_L,2IQA_H_L,3IFL_H_L,3IFN_H_L,3V4V_H_L,3V4V_M_N,3V4P_H_L,3V4P_M_N,5T1D_H_L,6GFF_M_N,4BZ2_H_L,6GFF_K_L,6GV1_H_L,6LZ9_H_L,4K2U_H_L,4K2U_I_M,1DBM_H_L,2DBL_H_L,1DBK_H_L,1C1E_H_L,1DBJ_H_L,1DBA_H_L,3CVI_H_L,3CVH_H_L,3CVH_Q_R,5D8J_H_L,5W5X_H_L,5W5Z_H_L,5NJ6_H_L,4F2M_C_D,4F2M_A_B,1FBI_P_Q,1FBI_H_L,7JR7_E_F,2Y6S_C_D,2Y6S_H_L,2DDQ_H_L,5YWF_C_D,5YWO_M_N,5YWP_M_N,5YWO_Q_R,5YWF_A_B,5YWP_Q_R,2BDN_H_L,6BFS_H_L,3VI4_H_L,3VI3_H_L,3VI3_E_F,3VI4_E_F,2Z4Q_A_B,5NUZ_A_B,5NUZ_H_L,4MA7_H_L,1YNT_A_B,4YX2_H_L,4YXL_H_L,1YNT_C_D,4YXK_H_L,4MA8_H_L,4DGI_H_L,4H88_H_L,4YXH_H_L,5YSL_E_F,5YSL_C_D,5YSL_G_H,5YSL_A_B,1GGB_H_L,1GGC_H_L,15C8_H_L,6L62_H_L
2IPU_G_K		GOL	 3J3Z_H_L	5KVG_H_L,5UHY_G_H,5UHY_I_J,1E4W_H_L,1E4X_H_L,1E4X_I_M,4QTI_H_L,4QTH_A_B,4QTH_H_L,1JFQ_H_L,6FAB_H_L,2A6D_H_L,2A6J_A_B,2A6K_A_B,2A6J_H_L,2A6I_A_B,2A6K_H_L,4BH7_A_B,4BH8_A_B,2A6D_A_B,2VXU_H_L,2VXT_H_L,2VXU_I_M,4UIK_H_L,4UIM_C_D,1FNS_H_L,4UIM_A_B,4UIM_E_F,4UIN_H_L,4UIM_H_L,3J2Y_C_D,3J2Y_G_H,4GQ9_H_L,3J2Z_G_H,3J2Z_E_F,3J2Z_C_D,3J2Z_A_B,3J2Y_A_B,3J2Y_E_F,4WFF_F_G,4WFF_D_E,4WFG_F_G,4I9W_D_E,4WFE_D_E,4WFH_D_E,4WFE_F_G,4I9W_F_G,4WFH_F_G,4WFG_D_E,6OL6_A_B,4GMS_I_M,4GMT_I_M,4GMT_H_L,4GMS_H_L,4GMS_J_N,6VEL_H_L,3WFD_H_L,3WFC_H_L,3WFB_H_L,5GUX_H_L,3WFE_H_L,3O0R_H_L,6P4Y_H_L,6P50_H_L,5IKC_A_B,5IKC_H_L,3J93_H_L,3GK8_H_L,3J3Z_H_L,3BAE_H_L,3BKJ_H_L,3BKM_H_L,3IFO_A_B,3IFP_E_F,3IFO_H_L,3IFP_H_L,3IFP_A_B,3IFP_C_D,3EYS_H_L,2IPU_H_L,3EYU_H_L,2R0Z_H_L,2R0W_H_L,2IQA_A_B,2IPT_H_L,2IQ9_H_L,2IQA_H_L,3IFL_H_L,3IFN_H_L,3V4V_H_L,3V4V_M_N,3V4P_H_L,3V4P_M_N,5T1D_H_L,6GFF_M_N,4BZ2_H_L,6GFF_K_L,6GV1_H_L,6LZ9_H_L,4K2U_H_L,4K2U_I_M,1DBB_H_L,1DBM_H_L,2DBL_H_L,1DBK_H_L,1C1E_H_L,1DBJ_H_L,1DBA_H_L,3CVI_H_L,3CVH_H_L,3CVH_Q_R,5D8J_H_L,5W5X_H_L,5W5Z_H_L,5NJ6_H_L,4F2M_C_D,4F2M_A_B,1FBI_P_Q,1FBI_H_L,7JR7_E_F,2Y6S_C_D,2Y6S_H_L,2DDQ_H_L,5YWF_C_D,5YWO_M_N,5YWP_M_N,5YWO_Q_R,5YWF_A_B,5YWP_Q_R,2BDN_H_L,6BFS_H_L,3VI4_H_L,3VI3_H_L,3VI3_E_F,3VI4_E_F,2Z4Q_A_B,5NUZ_A_B,5NUZ_H_L,4MA7_H_L,1YNT_A_B,4YX2_H_L,4YXL_H_L,1YNT_C_D,4YXK_H_L,4MA8_H_L,4DGI_H_L,4H88_H_L,4YXH_H_L,5YSL_E_F,5YSL_C_D,5YSL_G_H,5YSL_A_B,1GGB_H_L,1GGC_H_L,15C8_H_L,6L62_H_L
3EYS_H_L	PCA	PCA	 3J3Z_H_L	5KVG_H_L,5UHY_G_H,5UHY_I_J,1E4W_H_L,1E4X_H_L,1E4X_I_M,4QTI_H_L,4QTH_A_B,4QTH_H_L,1JFQ_H_L,6FAB_H_L,2A6D_H_L,2A6J_A_B,2A6K_A_B,2A6J_H_L,2A6I_A_B,2A6K_H_L,4BH7_A_B,4BH8_A_B,2A6D_A_B,2VXU_H_L,2VXT_H_L,2VXU_I_M,4UIK_H_L,4UIM_C_D,1FNS_H_L,4UIM_A_B,4UIM_E_F,4UIN_H_L,4UIM_H_L,3J2Y_C_D,3J2Y_G_H,4GQ9_H_L,3J2Z_G_H,3J2Z_E_F,3J2Z_C_D,3J2Z_A_B,3J2Y_A_B,3J2Y_E_F,4WFF_F_G,4WFF_D_E,4WFG_F_G,4I9W_D_E,4WFE_D_E,4WFH_D_E,4WFE_F_G,4I9W_F_G,4WFH_F_G,4WFG_D_E,6OL6_A_B,4GMS_I_M,4GMT_I_M,4GMT_H_L,4GMS_H_L,4GMS_J_N,6VEL_H_L,3WFD_H_L,3WFC_H_L,3WFB_H_L,5GUX_H_L,3WFE_H_L,3O0R_H_L,6P4Y_H_L,6P50_H_L,5IKC_A_B,5IKC_H_L,3J93_H_L,3GK8_H_L,3J3Z_H_L,3BAE_H_L,3BKJ_H_L,3BKM_H_L,3IFO_A_B,3IFP_E_F,3IFO_H_L,3IFP_H_L,3IFP_A_B,3IFP_C_D,2IPU_H_L,2IPU_G_K,3EYU_H_L,2R0Z_H_L,2R0W_H_L,2IQA_A_B,2IPT_H_L,2IQ9_H_L,2IQA_H_L,3IFL_H_L,3IFN_H_L,3V4V_H_L,3V4V_M_N,3V4P_H_L,3V4P_M_N,5T1D_H_L,6GFF_M_N,4BZ2_H_L,6GFF_K_L,6GV1_H_L,6LZ9_H_L,4K2U_H_L,4K2U_I_M,1DBB_H_L,1DBM_H_L,2DBL_H_L,1DBK_H_L,1C1E_H_L,1DBJ_H_L,1DBA_H_L,3CVI_H_L,3CVH_H_L,3CVH_Q_R,5D8J_H_L,5W5X_H_L,5W5Z_H_L,5NJ6_H_L,4F2M_C_D,4F2M_A_B,1FBI_P_Q,1FBI_H_L,7JR7_E_F,2Y6S_C_D,2Y6S_H_L,2DDQ_H_L,5YWF_C_D,5YWO_M_N,5YWP_M_N,5YWO_Q_R,5YWF_A_B,5YWP_Q_R,2BDN_H_L,6BFS_H_L,3VI4_H_L,3VI3_H_L,3VI3_E_F,3VI4_E_F,2Z4Q_A_B,5NUZ_A_B,5NUZ_H_L,4MA7_H_L,1YNT_A_B,4YX2_H_L,4YXL_H_L,1YNT_C_D,4YXK_H_L,4MA8_H_L,4DGI_H_L,4H88_H_L,4YXH_H_L,5YSL_E_F,5YSL_C_D,5YSL_G_H,5YSL_A_B,1GGB_H_L,1GGC_H_L,15C8_H_L,6L62_H_L
4UIN_H_L	QI9	QI9	 3J3Z_H_L	5KVG_H_L,5UHY_G_H,5UHY_I_J,1E4W_H_L,1E4X_H_L,1E4X_I_M,4QTI_H_L,4QTH_A_B,4QTH_H_L,1JFQ_H_L,6FAB_H_L,2A6D_H_L,2A6J_A_B,2A6K_A_B,2A6J_H_L,2A6I_A_B,2A6K_H_L,4BH7_A_B,4BH8_A_B,2A6D_A_B,2VXU_H_L,2VXT_H_L,2VXU_I_M,4UIK_H_L,4UIM_C_D,1FNS_H_L,4UIM_A_B,4UIM_E_F,4UIM_H_L,3J2Y_C_D,3J2Y_G_H,4GQ9_H_L,3J2Z_G_H,3J2Z_E_F,3J2Z_C_D,3J2Z_A_B,3J2Y_A_B,3J2Y_E_F,4WFF_F_G,4WFF_D_E,4WFG_F_G,4I9W_D_E,4WFE_D_E,4WFH_D_E,4WFE_F_G,4I9W_F_G,4WFH_F_G,4WFG_D_E,6OL6_A_B,4GMS_I_M,4GMT_I_M,4GMT_H_L,4GMS_H_L,4GMS_J_N,6VEL_H_L,3WFD_H_L,3WFC_H_L,3WFB_H_L,5GUX_H_L,3WFE_H_L,3O0R_H_L,6P4Y_H_L,6P50_H_L,5IKC_A_B,5IKC_H_L,3J93_H_L,3GK8_H_L,3J3Z_H_L,3BAE_H_L,3BKJ_H_L,3BKM_H_L,3IFO_A_B,3IFP_E_F,3IFO_H_L,3IFP_H_L,3IFP_A_B,3IFP_C_D,3EYS_H_L,2IPU_H_L,2IPU_G_K,3EYU_H_L,2R0Z_H_L,2R0W_H_L,2IQA_A_B,2IPT_H_L,2IQ9_H_L,2IQA_H_L,3IFL_H_L,3IFN_H_L,3V4V_H_L,3V4V_M_N,3V4P_H_L,3V4P_M_N,5T1D_H_L,6GFF_M_N,4BZ2_H_L,6GFF_K_L,6GV1_H_L,6LZ9_H_L,4K2U_H_L,4K2U_I_M,1DBB_H_L,1DBM_H_L,2DBL_H_L,1DBK_H_L,1C1E_H_L,1DBJ_H_L,1DBA_H_L,3CVI_H_L,3CVH_H_L,3CVH_Q_R,5D8J_H_L,5W5X_H_L,5W5Z_H_L,5NJ6_H_L,4F2M_C_D,4F2M_A_B,1FBI_P_Q,1FBI_H_L,7JR7_E_F,2Y6S_C_D,2Y6S_H_L,2DDQ_H_L,5YWF_C_D,5YWO_M_N,5YWP_M_N,5YWO_Q_R,5YWF_A_B,5YWP_Q_R,2BDN_H_L,6BFS_H_L,3VI4_H_L,3VI3_H_L,3VI3_E_F,3VI4_E_F,2Z4Q_A_B,5NUZ_A_B,5NUZ_H_L,4MA7_H_L,1YNT_A_B,4YX2_H_L,4YXL_H_L,1YNT_C_D,4YXK_H_L,4MA8_H_L,4DGI_H_L,4H88_H_L,4YXH_H_L,5YSL_E_F,5YSL_C_D,5YSL_G_H,5YSL_A_B,1GGB_H_L,1GGC_H_L,15C8_H_L,6L62_H_L
